Tweets,Tweet Classification
 8 01am a lone accident involving a loaded tipper that had break failure at ogolonto inw mile12 slightly busy traffic for now effort is on to recover the vehicle ,1
has been notified about the incident officers on ground managing traffic situation ,1
 8 00am fallen 40ft containerized vehicle at abule taylor u turn inward abuleegba covering 80 of the road the driver is on ground making contact ,1
no backlog for now effort been made to fix the problem and officers are on ground controlling traffic ,0
 7 30am there is a brokendown flat body trailer laden with covered goods having mechanical problem in the middle of the road shortly before cement inw iyanadopemu ,0
movement is now allowed through the main carriageway towards ikejaalong and airport u turn has commenced ,0
 7 25am the main carriageway at ile zik previously closed to traffic overnight is now open vehicular movement previously diverted into the brt corridor at ile zik has also been reversed ,0
better movement after cms but slow approaching statehouse intersection to mcwen ,1
elegbata inw leventis is ok leventis inw uba r a to innermarina is very good movement on apongbon bridge inw cms is very good slow approaching cms ,1
alaka ascending the bridge is busy better movement inw ekobridge but very on the bridge around costain down to apongbon connecting elegbata busy at elegbata steady inw ebuteero ,1
fadeyi inw dormanlong to stadiumbridge is very good descending stadiumbridge to alaka is busy alaka service lane inw iponri to costain is ok slow at costain r a busy connecting ekobridge ,1
slow from the intersection to independencetunnel due to failed portion of road better movement exiting the tunnel down to fadeyi though slow at fadeyi fadeyi inw jibowu is slightly busy ,1
the interchange inw ojota is ok motorways descending inw ojota service lane is busy ojota inw odoyalaro to jesuoyingbo intersection is good ,0
now off the road ,0
movement on mile12 bridge inw kosofe to iyanaschool movement to ileile is ok then slow to ikosird jxn movement inw fruitmkt connecting both tollgate and the interchange is good ,1
steady movement to owodeonirin good movement inw owodeelede to mile12 movement connecting mile12 ubridge is slow mile12 ubridge inw ajelogo through alapere axis to connect the expressway is gtg ,1
busy movement to odogun due to a reported brokendown car at odogun good movement to ajegunle but busy to irawo due to onlookers at the accident that happened in the brt corridor ,1
there is a brokendown high capacity bus at benson impeding traffic movement movement inw agric ogolonto to asolo is very gtg road rehabilitation ongoing at asolo ,0
 7 22am ojubode inw ikorodu r a is busy sabo r a inw munirataleje jxn to total is good total inw ikorodu r a to benson is busy ,1
 6 59am broken down hcb at benson inward haruna causing slow traffic movement back to ikorodu garage effort is on for its removal ,1
 6 45am a brokendown tipper at the exit of isaword into agric effort is been made to remove it officers on ground managing traffic movement ,1
adeniji inw ilubirin is steady the rj is entirely gtg from ilubirin down to berger and kara ,0
 6 56am kara berger down to carwash iyanaoworo is very gtg iyanaoworo inw unilag waterfront is good busy movement from waterfront inw adekunle to adeniji ,1
movement around alaba international is still ok iyanaiba uturn inw iyanaschool is ok rj back to iyanaiba is gathering momentum ,1
rj from customs down to okoko is ok slow approaching iyanaiba due to b stop activities movement to pako is slow but steady to volks good to ilaje slow inw agris to barracks steady inw tradefair to abuleado uturn ,1
good movement inw afolabiege to iyanaiba iyanaiba inw okoko to iyanaisashi is good slow approaching iyanaera due to ongoing road rehabilitation better movement inw customs checkpoint ,1
 6 48am abuleado uturn inw tradefair ubridge is good movement from tradefair inw barracks is busy very slow at barracks barracks inw volks is ok ,1
 6 50am movement from kara berger through 3mb to ilubirin is very gtg in out ilubirin inw obalende and osbornerd as well as movement in other areas within ikoyi is entirely very gtg ,1
lastma general manager condemn attack on its officials the general manager of lastma olajide oduyoye has condemned in its entirety the continued attack on the officers of the agency in the course of carrying out igshid 8laav9z2hcx8 ,0
lasu inw firstgate is ok busy at igboelerin first gate inw iyanaschool is slow rj from iyanaschool inw lasugate is gtg towards iyanaiba is a steady movemt,1
05 55pm lastmareports iyanaiba good movtmt from tradefairu b all tru to afolabiege towards iyanaiba is steady alabarago inw okoko is ok towards iyanaisashi to iyanaira is busy enroute checkpoint is gtg,1
onw mvmnt to hotel lanre oko filling general alhaji ede college is all gd it s slw approachn igando bstop bstop commercial activities rj back to isheri is gd aside various bstop activities,0
05 52pm igando mvmnt from isheri r abt inw diamond estate idowu egba is all gd very slw approachn odo bstop activities pedestrian crossing ,1
the entire stretch of gra gen ogunaike is gtg towards isaacjohn is a moving traffic while part of adekunlefajuyi connectg mobalajibank anthony to maryland is slow due to high influx ladipobateye inw pwd to link agege motor road is a moving traffic,1
rj from local airport inw,0
06 34pm anthony inw maryland to odoiyalaro is slow rj from odoiyalaro to maryland is gtg towards anthony is slow maryland inw leventis to to nigel is gtg towards custom is slow genhosp inw local airport is busy,1
anthony oke inw bertola connecting ikorodu road is gud anthony oke back to gbagada is gud total inw oshodi by heritage garden is slow on the service lane the main carriage way is cordoned off heritage garden inw oshodi oke is ok,0
05 32pm apapa oshodi expressway carwash y junction inw gbagada is gud all the way to anthony oke where it is steady hotel new castle inw anthony village is steady anthony oke inw lasambus point total is slow ,1
park n ride inw cmd is gud cmd inw berger new garage is busy new garage inw kara is slow kara inw new garage is steady on the return journey 7up inw motorways is slow other locations are gud on the return journey ,1
05 lagos ibadan expressway obalende inw ilubirin is busy ilubirin inw iyana oworo is gud all the way ojota interchange at this time ojota interchange inw ikosi junction park n ride is slow ,0
inner part of ireakari to isolo is ok chemist inw pako is a moving traffic okeafa inw pako college aye limca to laspotech is a moving traffic in out 5star inw ballet is a moving traffic cele inw ijesha is ok both on servicelane and maincarriage way,0
05 30pm isolo celexpress inw okota to agor a is ok in out cele link bridge inw iyanaitire is ok in out agopalace way inw applejunctn is gd in out apata inw transformer to ilasa is a moving traffic in out,0
cele inw pleasure fan milk is ok bt busy shortly after inw iyana ipaja under bridge iyana ipaja inw dopemu under bridge is steady under the bridge due to b stp activities and also slow around idi mangoro idi mangoro inw ile zik is gud,1
it is steady leaving amje bt slow shortly after inw alakuko alakuko inw master energy is gud master energy inw kola is slow kola inw abule egba is ok bt slow at super inw cele ,1
kola inw mashalashi is steady mashalashi inw alakuko is ok alakuko inw ajegunle is busy ajegunle inw tollgate is slow return journey is steady leaving tollgate inw ajegunle ajegunle uinw amje is slow ,1
iyana ipaja under bridge inw ile epo is ok bt steady at ile epo ile epo inw salolo is gud salolo inw adura is steady adura inw casso is ok casso inw kola is slow it is steady leaving casso bt slow approaching kola ,1
05 27pm abeokuta expressway ile zik inw mangoro cement united biscuit is gud united biscuit inw dopemu under bridge is busy dopemu under bridge ine iyana ipaja b stp is ok iyana ipaja b stp inw iyana ipaja under bridge is slow ,1
rj from ojota inw olusosun is a moving traffic towards welfare ikosi alausab s is gtg alausa inw radio is slow in out of opebi link bridge is a moving traffic,1
rj from sheraton inw salvation to adebolahouse is a moving towards toyin to firstbank is ok rj from first bank to allenr a is slow radio inw clay is gd towards ikosi junction to welfare is a moving traffic olusosun to ojota is a moving traffic,0
05 26 pm axis allenr a inw toyin is gtg towards custom is a moving traffic rj from custom inw toyin is gtg towards adebolahouse is a moving traffic salvation inw sheraton link bridge is gtg,1
oloosa inw ap is steady ap inw ile zik is ok aside frm alternation points nd b stp activities wch are nothing to worry about ,1
05 25pm motor road empire inw mashalshi is steady mashalashi inw alakara police station is ok alakara inw idi oro is steady idi oro inw oloosa is gud ,1
barracks inw ojuelegba to dormanlong is busy better movement on dormanlong bridge inw fadeyi to newgarage is very good busy from newgarage inw ojota to the interchange ,1
ekobridge inw alaka main carriageway is good alaka service lane inw stadium ubridge is slow stadium ubridge inw shitta is steady alaka inw stadium to barracks is gtg ,1
